MSC Cezar;Ranking R17 File;OFB;#28
7;"Edycja 5.";"Grudzieñ 2017";2017-12-31;2000
---
r1_pid;r1_score;r1_loc
12197;861.4585;1
6658;735.5770;2
4662;719.2190;3
8513;687.5150;4
8979;663.0195;5
3844;620.5240;6
8158;507.1450;7
1318;499.4305;8
1115;486.5195;9
5341;476.0845;10
1661;464.0930;11
6706;460.2250;12
6973;433.4370;13
11319;433.3170;14
2806;401.7090;15
5176;391.5785;16
6815;388.6320;17
4740;383.6265;18
8203;373.6215;19
6341;361.2655;20
10085;356.0080;21
5056;353.4595;22
4250;350.9655;23
14728;349.8090;24
4108;347.6730;25
2121;337.4220;26
5611;330.3015;27
5363;322.2235;28
4451;317.5840;29
12450;299.6240;30
7291;293.8615;31
6540;281.9725;32
9146;276.5485;33
7242;275.4530;34
1539;274.4565;35
4922;270.8820;36
6887;261.6640;37
7431;254.0100;38
7811;250.3160;39
1347;248.0485;40
6795;245.3310;41
7869;241.5715;42
9138;229.1345;43
6909;223.9065;44
5574;221.4500;45
1726;220.2885;46
5856;218.9170;47
15595;218.8035;48
6551;218.2840;49
5111;217.7080;50
9550;216.8715;51
4535;216.7800;52
4842;213.7965;53
4665;212.4670;54
5374;211.1415;55
7849;207.0350;56
6554;193.2425;57
4163;191.3475;58
11550;190.9415;59
10095;190.8115;60
2013;190.7020;61
10370;182.6655;62
4588;182.5095;63
1223;181.8400;64
5084;181.8035;65
4022;180.5955;66
1865;180.0490;67
13438;179.2705;68
2966;177.6255;69
3960;174.7690;70
10054;172.6670;71
4699;169.2790;72
7603;169.2510;73
9549;166.0985;74
9755;165.1550;75
7796;163.5060;76
7809;160.6720;77
1138;158.7165;78
8294;156.4470;79
8195;153.2945;80
6873;152.3565;81
14234;151.8570;82
17134;150.8940;83
9357;149.9515;84
2904;149.6560;85
8485;148.1700;86
12154;147.6340;87
5624;146.9700;88
4762;145.7195;89
7725;143.7270;90
5520;141.3410;91
8117;140.9525;92
1502;140.9305;93
5701;140.1230;94
5718;139.6590;95
5670;138.5960;96
7341;136.2065;97
8769;135.6020;98
7827;135.5865;99
6954;135.4460;100
2934;135.2980;101
2666;134.8985;102
15922;134.3690;103
8312;134.2085;104
5310;132.3875;105
4531;131.6340;106
5069;131.2590;107
1206;130.2770;108
14885;127.4300;109
4735;126.5805;110
8549;125.8205;111
2501;124.4500;112
13709;124.4260;113
4527;123.9625;114
6346;122.9890;115
5534;120.3850;116
2827;118.4710;117
6620;117.3690;118
14619;116.8915;119
10793;116.4430;120
6526;116.1795;121
5059;115.8610;122
5708;115.7625;123
3497;115.6590;124
6648;115.5870;125
5732;115.4325;126
12999;114.4770;127
15621;114.4195;128
7025;114.3950;129
3345;114.1695;130
5282;113.8110;131
2673;113.4730;132
6845;113.3920;133
3266;113.3035;134
7782;113.2870;135
